sq_mt_built,n_rooms,n_bathrooms,floor,has_central_heating,has_ac,has_fitted_wardrobes,is_exterior,has_terrace,has_balcony,has_storage_room,District,Neighborhood,Avg_price_distr,Avg_price_neigh,has_sum,rent_price_area,Neigh_cluster,house_type_id_HouseType 2: Casa o chalet,rent_price,predictions_knn,residuals_knn_abs,residuals_knn,resid_percent_knn_abs,resid_percent_knn
65,1.0,1,6,0,1,1,1,1,0,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,4,18.46153846153846,6,0,1200.0,2100.0,900.0,-900.0,75.0,-75.0
73,2.0,2,0,0,1,1,1,0,0,0, Retiro , Jerónimos ,1790,3121,2,22.602739726027398,7,0,1650.0,1650.0,0.0,0.0,0.0,0.0
54,1.0,1,0,0,0,0,1,0,1,0, Centro , Palacio ,1355,1370,1,15.74074074074074,6,0,850.0,1075.0,225.0,-225.0,26.470588235294116,-26.470588235294116
211,4.0,3,4,0,1,1,1,1,0,0, Chamartín , Nueva España ,1950,2310,6,14.928909952606634,6,0,3150.0,3550.0,400.0,-400.0,12.698412698412698,-12.698412698412698
65,1.0,1,3,0,0,0,1,0,0,0, Ciudad Lineal , Quintana ,1263,1072,0,11.538461538461537,4,0,750.0,750.0,0.0,0.0,0.0,0.0
100,3.0,2,0,1,1,1,1,0,0,1, Ciudad Lineal , Concepción ,1263,1073,7,15.0,4,0,1500.0,1500.0,0.0,0.0,0.0,0.0
80,3.0,2,2,0,1,1,1,0,1,0, Chamberí , Trafalgar ,1671,1474,5,18.625,7,0,1490.0,1425.0,65.0,65.0,4.3624161073825505,4.3624161073825505
170,3.0,2,6,1,1,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,3,18.823529411764707,6,0,3200.0,1625.0,1575.0,1575.0,49.21875,49.21875
165,3.0,2,4,1,1,1,1,1,1,0, Barrio de Salamanca , Castellana ,2079,2512,6,15.151515151515152,8,0,2500.0,2199.5,300.5,300.5,12.02,12.02
50,1.0,1,3,0,0,0,1,0,1,1, Centro , Malasaña-Universidad ,1355,1313,2,20.0,7,0,1000.0,1060.0,60.0,-60.0,6.0,-6.0
130,2.0,2,3,0,1,1,1,1,0,0, Centro , Huertas-Cortes ,1355,1450,3,10.769230769230768,7,0,1400.0,2625.0,1225.0,-1225.0,87.5,-87.5
120,2.0,2,3,1,1,1,1,0,1,0, Centro , Chueca-Justicia ,1355,1709,4,17.5,8,0,2100.0,2497.5,397.5,-397.5,18.928571428571427,-18.928571428571427
55,1.0,1,2,0,1,1,0,0,0,0, Centro , Chueca-Justicia ,1355,1709,3,14.909090909090908,8,0,820.0,775.0,45.0,45.0,5.487804878048781,5.487804878048781
59,1.0,1,3,0,0,1,0,0,0,0, Centro , Sol ,1355,1312,2,18.644067796610173,6,0,1100.0,975.0,125.0,125.0,11.363636363636363,11.363636363636363
200,3.0,2,2,0,1,0,1,0,1,0, Centro , Sol ,1355,1312,3,8.5,6,0,1700.0,1497.5,202.5,202.5,11.911764705882353,11.911764705882353
115,2.0,2,2,0,1,1,1,0,0,1, Hortaleza , Conde Orgaz-Piovera ,2693,4039,5,13.478260869565215,5,0,1550.0,1155.0,395.0,395.0,25.483870967741936,25.483870967741936
55,1.0,1,6,0,0,1,0,0,0,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,1,16.0,6,0,880.0,875.0,5.0,5.0,0.5681818181818182,0.5681818181818182
75,2.0,1,0,0,1,1,0,1,0,0, Chamberí , Trafalgar ,1671,1474,4,17.333333333333332,7,0,1300.0,1395.0,95.0,-95.0,7.3076923076923075,-7.3076923076923075
115,2.0,2,7,0,1,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,4,15.217391304347824,7,0,1750.0,1250.0,500.0,500.0,28.571428571428573,28.571428571428573
116,3.0,2,3,0,0,1,1,0,1,0, Centro , Palacio ,1355,1370,3,15.517241379310345,6,0,1800.0,1275.0,525.0,525.0,29.166666666666668,29.166666666666668
55,1.0,1,1,0,1,1,1,0,0,0, Centro , Chueca-Justicia ,1355,1709,3,18.181818181818183,8,0,1000.0,975.0,25.0,25.0,2.5,2.5
90,2.0,2,4,1,0,1,1,1,0,0, Moncloa , Argüelles ,2151,1727,3,16.11111111111111,6,0,1450.0,1650.0,200.0,-200.0,13.793103448275861,-13.793103448275861
65,3.0,2,1,0,0,0,0,0,0,0, Tetuán , Bellas Vistas ,1190,969,0,13.846153846153848,5,0,900.0,1140.0,240.0,-240.0,26.666666666666668,-26.666666666666668
70,1.0,1,3,0,1,1,1,0,0,0, Barrio de Salamanca , Recoletos ,2079,2933,3,17.142857142857142,8,0,1200.0,1260.0,60.0,-60.0,5.0,-5.0
66,2.0,1,2,1,0,1,0,0,0,0, Chamartín , Castilla ,1950,1451,2,13.636363636363635,5,0,900.0,862.5,37.5,37.5,4.166666666666667,4.166666666666667
76,2.0,2,4,0,1,1,1,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,2,25.657894736842106,8,0,1950.0,1925.0,25.0,25.0,1.2820512820512822,1.2820512820512822
102,2.0,2,7,1,1,1,1,1,0,0, Barrio de Salamanca , Recoletos ,2079,2933,5,14.705882352941178,8,0,1500.0,2650.0,1150.0,-1150.0,76.66666666666667,-76.66666666666667
83,3.0,1,1,0,1,1,1,1,0,0, Latina , Los Cármenes ,992,972,4,9.036144578313252,2,0,750.0,1125.0,375.0,-375.0,50.0,-50.0
84,2.0,1,1,0,1,1,1,0,0,0, Ciudad Lineal , Quintana ,1263,1072,3,13.095238095238097,4,0,1100.0,1575.0,475.0,-475.0,43.18181818181818,-43.18181818181818
81,3.0,2,1,1,1,1,0,0,0,0, Retiro , Ibiza ,1790,1462,3,16.049382716049386,7,0,1300.0,1975.0,675.0,-675.0,51.92307692307692,-51.92307692307692
55,1.0,1,1,1,1,1,1,0,0,0, Chamartín , Castilla ,1950,1451,3,21.818181818181817,5,0,1200.0,1150.0,50.0,50.0,4.166666666666667,4.166666666666667
65,1.0,1,7,0,1,1,1,0,1,1, Barrio de Salamanca , Goya ,2079,1759,5,26.153846153846153,7,0,1700.0,1525.0,175.0,175.0,10.294117647058824,10.294117647058824
170,4.0,3,5,1,0,1,0,1,0,0, Barrio de Salamanca , Castellana ,2079,2512,4,14.117647058823529,8,0,2400.0,1540.0,860.0,860.0,35.833333333333336,35.833333333333336
65,2.0,1,0,0,0,0,1,0,0,0, Villaverde , Butarque ,843,830,0,15.661538461538461,1,0,1018.0,764.5,253.5,253.5,24.901768172888016,24.901768172888016
75,1.0,1,2,0,1,1,1,1,0,1, Centro , Lavapiés-Embajadores ,1355,1106,5,14.0,6,0,1050.0,1170.0,120.0,-120.0,11.428571428571429,-11.428571428571429
64,2.0,1,3,0,1,1,0,0,0,0, Chamberí , Arapiles ,1671,1325,3,16.015625,7,0,1025.0,909.5,115.5,115.5,11.268292682926829,11.268292682926829
114,3.0,2,1,0,1,1,1,1,1,0, Moncloa , Aravaca ,2151,2367,6,11.403508771929824,4,0,1300.0,1675.0,375.0,-375.0,28.846153846153847,-28.846153846153847
170,4.0,4,1,0,1,1,1,1,0,1, Moncloa , Valdemarín ,2151,2975,7,19.41176470588235,4,0,3300.0,2900.0,400.0,400.0,12.121212121212121,12.121212121212121
55,1.0,1,2,0,1,1,0,0,0,0, Centro , Chueca-Justicia ,1355,1709,3,18.181818181818183,8,0,1000.0,1250.0,250.0,-250.0,25.0,-25.0
75,2.0,2,0,0,1,1,1,0,0,0, Chamartín , El Viso ,1950,3136,3,18.666666666666668,7,0,1400.0,1342.0,58.0,58.0,4.142857142857143,4.142857142857143
113,2.0,2,2,0,1,1,1,0,0,0, Chamartín , El Viso ,1950,3136,4,15.044247787610619,7,0,1700.0,2225.0,525.0,-525.0,30.88235294117647,-30.88235294117647
65,2.0,1,3,0,1,1,1,0,1,0, Centro , Palacio ,1355,1370,4,21.538461538461537,6,0,1400.0,1375.0,25.0,25.0,1.7857142857142858,1.7857142857142858
80,2.0,3,1,0,0,1,1,0,0,0, Chamartín , Ciudad Jardín ,1950,1529,2,17.5,7,0,1400.0,1425.0,25.0,-25.0,1.7857142857142858,-1.7857142857142858
67,2.0,1,2,1,1,1,1,1,0,0, Chamberí , Arapiles ,1671,1325,4,18.65671641791045,7,0,1250.0,1025.0,225.0,225.0,18.0,18.0
90,2.0,2,6,0,1,1,1,1,0,0, Chamartín , El Viso ,1950,3136,3,17.777777777777782,7,0,1600.0,3165.0,1565.0,-1565.0,97.8125,-97.8125
90,2.0,1,3,0,1,1,0,0,0,1, Centro , Palacio ,1355,1370,4,12.777777777777779,6,0,1150.0,925.0,225.0,225.0,19.565217391304348,19.565217391304348
280,2.0,2,1,0,1,1,1,1,0,1, Chamartín , Nueva España ,1950,2310,5,12.5,6,0,3500.0,1947.5,1552.5,1552.5,44.357142857142854,44.357142857142854
24,1.0,1,0,0,0,0,1,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,0,29.16666666666667,6,0,700.0,870.0,170.0,-170.0,24.285714285714285,-24.285714285714285
150,2.0,2,1,0,1,1,1,1,0,0, Chamartín , El Viso ,1950,3136,3,20.0,7,0,3000.0,2077.5,922.5,922.5,30.75,30.75
45,2.0,1,2,0,0,0,0,0,0,0, Chamberí , Gaztambide ,1671,1448,1,22.222222222222218,6,0,1000.0,1002.5,2.5,-2.5,0.25,-0.25
241,4.0,4,3,0,1,1,1,1,0,1, Fuencarral , Fuentelarreina ,1744,3061,7,10.78838174273859,4,0,2600.0,2275.0,325.0,325.0,12.5,12.5
200,4.0,4,3,0,1,1,1,1,0,1, Moncloa , Valdemarín ,2151,2975,7,11.0,4,0,2200.0,2680.0,480.0,-480.0,21.818181818181817,-21.818181818181817
83,2.0,2,4,1,1,1,1,0,0,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,3,21.08433734939759,6,0,1750.0,1975.0,225.0,-225.0,12.857142857142858,-12.857142857142858
130,3.0,2,4,1,0,1,1,1,0,0, Retiro , Estrella ,1790,1413,4,10.769230769230768,4,0,1400.0,1475.0,75.0,-75.0,5.357142857142857,-5.357142857142857
180,4.0,3,1,0,0,0,1,0,0,0, Centro , Huertas-Cortes ,1355,1450,0,14.166666666666664,7,0,2550.0,3175.0,625.0,-625.0,24.50980392156863,-24.50980392156863
140,4.0,3,2,0,1,1,1,0,1,0, Barrio de Salamanca , Goya ,2079,1759,4,17.857142857142858,7,0,2500.0,2050.0,450.0,450.0,18.0,18.0
135,4.0,2,3,0,0,1,1,0,0,0, Chamberí , Gaztambide ,1671,1448,1,14.814814814814815,6,0,2000.0,2000.0,0.0,0.0,0.0,0.0
50,2.0,1,1,0,0,1,0,0,0,0, Moncloa , Argüelles ,2151,1727,2,18.0,6,0,900.0,900.0,0.0,0.0,0.0,0.0
45,1.0,1,4,0,1,1,1,0,0,0, Centro , Malasaña-Universidad ,1355,1313,3,15.555555555555555,7,0,700.0,1200.0,500.0,-500.0,71.42857142857143,-71.42857142857143
110,3.0,1,0,0,0,0,1,0,0,0, Moncloa , Argüelles ,2151,1727,1,16.363636363636363,6,0,1800.0,1225.0,575.0,575.0,31.944444444444443,31.944444444444443
53,3.0,1,0,0,0,0,1,0,0,0, Arganzuela , Chopera ,1094,981,1,22.547169811320753,5,0,1195.0,795.0,400.0,400.0,33.47280334728033,33.47280334728033
110,2.0,2,1,0,1,1,1,0,0,0, Centro , Chueca-Justicia ,1355,1709,3,20.90909090909091,8,0,2300.0,3352.5,1052.5,-1052.5,45.76086956521739,-45.76086956521739
120,3.0,2,3,1,1,1,1,0,1,0, Tetuán , Cuatro Caminos ,1190,1373,5,15.833333333333336,6,0,1900.0,1850.0,50.0,50.0,2.6315789473684212,2.6315789473684212
38,1.0,1,0,0,1,1,0,1,0,0, Centro , Malasaña-Universidad ,1355,1313,3,21.05263157894737,7,0,800.0,825.0,25.0,-25.0,3.125,-3.125
100,3.0,1,2,0,0,1,1,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,1,15.0,6,0,1500.0,1600.0,100.0,-100.0,6.666666666666667,-6.666666666666667
196,4.0,4,5,0,1,1,1,0,1,1, Chamberí , Trafalgar ,1671,1474,5,18.877551020408163,7,0,3700.0,3600.0,100.0,100.0,2.7027027027027026,2.7027027027027026
160,4.0,2,0,1,1,1,1,1,0,0, Moncloa , Casa de Campo ,2151,1288,6,17.1875,4,0,2750.0,1250.0,1500.0,1500.0,54.54545454545455,54.54545454545455
70,2.0,1,4,0,0,0,1,0,0,0, Centro , Huertas-Cortes ,1355,1450,1,15.714285714285715,7,0,1100.0,1095.0,5.0,5.0,0.45454545454545453,0.45454545454545453
200,4.0,4,0,0,1,1,1,1,1,1, Moncloa , Valdemarín ,2151,2975,8,14.75,4,0,2950.0,2550.0,400.0,400.0,13.559322033898304,13.559322033898304
160,3.0,2,3,1,1,1,1,0,0,1, Moncloa , Argüelles ,2151,1727,5,15.625,6,0,2500.0,1497.5,1002.5,1002.5,40.1,40.1
35,2.0,1,7,0,1,1,1,0,1,0, Centro , Palacio ,1355,1370,4,22.142857142857146,6,0,775.0,1175.0,400.0,-400.0,51.61290322580645,-51.61290322580645
100,3.0,2,2,0,1,1,1,0,1,0, Centro , Sol ,1355,1312,3,15.0,6,0,1500.0,2150.0,650.0,-650.0,43.333333333333336,-43.333333333333336
115,2.0,2,2,0,1,1,1,0,0,1, Barrio de Salamanca , Castellana ,2079,2512,5,22.608695652173914,8,0,2600.0,2550.0,50.0,50.0,1.9230769230769231,1.9230769230769231
35,1.0,1,0,0,0,0,1,0,1,0, Centro , Lavapiés-Embajadores ,1355,1106,2,21.428571428571427,6,0,750.0,875.0,125.0,-125.0,16.666666666666668,-16.666666666666668
30,1.0,1,0,0,1,1,1,0,0,0, Arganzuela , Chopera ,1094,981,3,23.33333333333333,5,0,700.0,807.5,107.5,-107.5,15.357142857142858,-15.357142857142858
60,1.0,1,5,1,1,1,1,1,0,0, Barrio de Salamanca , Fuente del Berro ,2079,1181,4,16.5,5,0,990.0,1175.0,185.0,-185.0,18.68686868686869,-18.68686868686869
50,1.0,1,3,0,0,1,1,0,0,0, Centro , Sol ,1355,1312,1,23.0,6,0,1150.0,775.0,375.0,375.0,32.608695652173914,32.608695652173914
180,4.0,3,7,1,1,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,5,15.833333333333336,6,0,2850.0,2050.0,800.0,800.0,28.07017543859649,28.07017543859649
92,3.0,1,1,0,0,1,0,0,0,0, Moncloa , Argüelles ,2151,1727,2,17.934782608695652,6,0,1650.0,850.0,800.0,800.0,48.484848484848484,48.484848484848484
55,1.0,1,4,0,0,1,0,0,0,0, Centro , Huertas-Cortes ,1355,1450,2,15.454545454545455,7,0,850.0,925.0,75.0,-75.0,8.823529411764707,-8.823529411764707
85,2.0,2,2,0,1,1,1,0,0,0, Moncloa , Argüelles ,2151,1727,2,18.705882352941178,6,0,1590.0,1752.0,162.0,-162.0,10.18867924528302,-10.18867924528302
153,4.0,3,4,1,0,1,1,0,0,0, Moncloa , Argüelles ,2151,1727,2,15.032679738562093,6,0,2300.0,2750.0,450.0,-450.0,19.565217391304348,-19.565217391304348
61,1.0,1,1,0,0,0,1,1,1,0, Ciudad Lineal , Ventas ,1263,888,3,13.278688524590164,3,0,810.0,1025.0,215.0,-215.0,26.54320987654321,-26.54320987654321
115,3.0,2,1,0,1,1,1,0,0,1, Moncloa , Valdemarín ,2151,2975,5,13.91304347826087,4,0,1600.0,1325.0,275.0,275.0,17.1875,17.1875
98,2.0,2,3,0,1,1,1,0,0,1, Usera , Orcasitas ,932,949,7,10.714285714285714,1,0,1050.0,962.5,87.5,87.5,8.333333333333334,8.333333333333334
65,2.0,1,1,0,1,1,1,0,1,0, Centro , Palacio ,1355,1370,5,17.69230769230769,6,0,1150.0,1200.0,50.0,-50.0,4.3478260869565215,-4.3478260869565215
151,3.0,2,5,1,1,1,1,0,1,0, Retiro , Pacífico ,1790,1185,6,12.251655629139073,5,0,1850.0,2250.0,400.0,-400.0,21.62162162162162,-21.62162162162162
38,1.0,1,3,0,0,0,0,0,0,0, Chamberí , Gaztambide ,1671,1448,0,19.210526315789476,6,0,730.0,745.0,15.0,-15.0,2.0547945205479454,-2.0547945205479454
90,3.0,2,4,0,1,0,1,0,1,0, Chamberí , Arapiles ,1671,1325,3,17.777777777777782,7,0,1600.0,1450.0,150.0,150.0,9.375,9.375
102,2.0,2,1,0,1,1,1,1,0,0, Ciudad Lineal , San Juan Bautista ,1263,2033,7,13.627450980392153,4,0,1390.0,1650.0,260.0,-260.0,18.705035971223023,-18.705035971223023
135,2.0,3,2,0,1,1,1,0,1,0, Barrio de Salamanca , Recoletos ,2079,2933,4,17.037037037037038,8,0,2300.0,1687.5,612.5,612.5,26.630434782608695,26.630434782608695
105,3.0,2,4,0,1,1,1,0,0,1, San Blas , Rosas ,1071,1051,6,11.428571428571427,1,0,1200.0,1350.0,150.0,-150.0,12.5,-12.5
110,3.0,2,1,1,1,1,1,0,0,0, Chamartín , Ciudad Jardín ,1950,1529,4,18.181818181818183,7,0,2000.0,1750.0,250.0,250.0,12.5,12.5
72,2.0,1,5,0,1,1,1,1,1,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,4,16.666666666666668,6,0,1200.0,1150.0,50.0,50.0,4.166666666666667,4.166666666666667
63,2.0,1,0,0,0,1,1,0,0,0, Moratalaz , Pavones ,956,1023,2,12.698412698412698,1,0,800.0,870.0,70.0,-70.0,8.75,-8.75
75,2.0,2,1,0,1,1,0,0,0,0, Centro , Sol ,1355,1312,3,19.33333333333333,6,0,1450.0,1250.0,200.0,200.0,13.793103448275861,13.793103448275861
82,3.0,1,5,0,0,0,1,1,0,0, Usera , Moscardó ,932,837,1,11.585365853658535,2,0,950.0,935.0,15.0,15.0,1.5789473684210527,1.5789473684210527
158,3.0,2,0,0,1,1,1,0,1,1, Centro , Malasaña-Universidad ,1355,1313,5,17.721518987341767,7,0,2800.0,2250.0,550.0,550.0,19.642857142857142,19.642857142857142
55,2.0,1,1,0,0,0,1,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,0,20.0,6,0,1100.0,1125.0,25.0,-25.0,2.272727272727273,-2.272727272727273
40,1.0,1,0,0,1,1,0,0,0,0, Chamberí , Gaztambide ,1671,1448,3,16.25,6,0,650.0,850.0,200.0,-200.0,30.76923076923077,-30.76923076923077
95,3.0,2,1,1,0,0,1,0,0,0, Centro , Palacio ,1355,1370,1,13.68421052631579,6,0,1300.0,2900.0,1600.0,-1600.0,123.07692307692308,-123.07692307692308
138,4.0,2,1,1,1,1,1,0,0,0, San Blas , Salvador ,1071,2235,5,11.594202898550725,2,0,1600.0,1440.0,160.0,160.0,10.0,10.0
86,2.0,1,7,0,1,1,1,1,0,0, San Blas , Simancas ,1071,948,5,9.883720930232558,2,0,850.0,1075.0,225.0,-225.0,26.470588235294116,-26.470588235294116
95,2.0,2,2,0,1,0,1,0,0,0, Chamberí , Almagro ,1671,2327,1,21.05263157894737,8,0,2000.0,2350.0,350.0,-350.0,17.5,-17.5
70,1.0,1,4,0,1,0,1,1,0,0, Centro , Huertas-Cortes ,1355,1450,3,15.714285714285715,7,0,1100.0,1000.0,100.0,100.0,9.090909090909092,9.090909090909092
55,1.0,1,0,0,0,1,0,1,1,0, Chamberí , Trafalgar ,1671,1474,3,19.09090909090909,7,0,1050.0,999.5,50.5,50.5,4.809523809523809,4.809523809523809
200,3.0,2,2,0,1,1,0,1,0,1, Retiro , Niño Jesús ,1790,2269,6,16.0,6,1,3200.0,3725.0,525.0,-525.0,16.40625,-16.40625
63,2.0,1,2,0,0,1,1,0,1,0, Fuencarral , Tres Olivos - Valverde ,1744,1286,3,12.539682539682538,2,0,790.0,1100.0,310.0,-310.0,39.24050632911393,-39.24050632911393
60,2.0,1,6,0,1,1,0,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,3,15.833333333333336,8,0,950.0,900.0,50.0,50.0,5.2631578947368425,5.2631578947368425
60,2.0,1,6,0,1,1,1,0,0,0, Chamberí , Arapiles ,1671,1325,2,20.0,7,0,1200.0,1300.0,100.0,-100.0,8.333333333333334,-8.333333333333334
200,4.0,4,1,0,1,0,1,1,0,0, Moncloa , Aravaca ,2151,2367,2,13.0,4,0,2600.0,2500.0,100.0,100.0,3.8461538461538463,3.8461538461538463
90,3.0,2,7,0,0,1,1,0,0,0, Ciudad Lineal , San Juan Bautista ,1263,2033,1,12.222222222222221,4,0,1100.0,1500.0,400.0,-400.0,36.36363636363637,-36.36363636363637
230,4.0,4,7,1,1,1,1,1,0,1, Moncloa , Argüelles ,2151,1727,5,18.0,6,0,4140.0,2700.0,1440.0,1440.0,34.78260869565217,34.78260869565217
45,2.0,1,3,0,1,0,0,0,0,0, Chamberí , Almagro ,1671,2327,1,28.88888888888889,8,0,1300.0,900.0,400.0,400.0,30.76923076923077,30.76923076923077
96,1.0,1,0,0,1,1,1,0,0,0, Centro , Chueca-Justicia ,1355,1709,3,16.666666666666668,8,0,1600.0,850.0,750.0,750.0,46.875,46.875
45,1.0,1,1,0,1,1,0,0,0,0, Chamartín , Prosperidad ,1950,1203,4,17.333333333333332,5,0,780.0,962.5,182.5,-182.5,23.397435897435898,-23.397435897435898
90,2.0,2,3,0,0,0,0,0,0,0, Centro , Huertas-Cortes ,1355,1450,0,14.166666666666664,7,0,1275.0,2000.0,725.0,-725.0,56.86274509803921,-56.86274509803921
80,2.0,2,3,0,1,1,1,0,0,0, Chamartín , Nueva España ,1950,2310,3,13.75,6,0,1100.0,1700.0,600.0,-600.0,54.54545454545455,-54.54545454545455
96,2.0,2,6,1,1,1,0,0,0,0, Moncloa , Argüelles ,2151,1727,3,17.1875,6,0,1650.0,2375.0,725.0,-725.0,43.93939393939394,-43.93939393939394
70,2.0,1,4,0,1,1,1,0,1,0, Retiro , Estrella ,1790,1413,3,17.142857142857142,4,0,1200.0,1200.0,0.0,0.0,0.0,0.0
64,2.0,1,6,1,0,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,2,14.84375,7,0,950.0,875.0,75.0,75.0,7.894736842105263,7.894736842105263
127,4.0,2,3,0,0,1,1,1,0,0, Carabanchel , Vista Alegre ,892,851,3,7.874015748031495,2,0,1000.0,1125.0,125.0,-125.0,12.5,-12.5
58,1.0,1,1,0,1,0,1,1,0,0, Chamartín , Prosperidad ,1950,1203,3,18.96551724137931,5,0,1100.0,957.5,142.5,142.5,12.954545454545455,12.954545454545455
105,3.0,2,7,0,1,1,1,1,1,0, Barrio de Salamanca , Goya ,2079,1759,4,15.238095238095234,7,0,1600.0,1650.0,50.0,-50.0,3.125,-3.125
134,3.0,2,6,0,0,1,1,1,0,1, Hortaleza , Conde Orgaz-Piovera ,2693,4039,5,9.701492537313431,5,0,1300.0,1425.0,125.0,-125.0,9.615384615384615,-9.615384615384615
175,3.0,3,4,0,1,1,0,0,0,0, Barrio de Salamanca , Recoletos ,2079,2933,3,21.142857142857142,8,0,3700.0,2950.0,750.0,750.0,20.27027027027027,20.27027027027027
80,2.0,2,1,0,0,0,1,0,1,0, Barrio de Salamanca , Lista ,2079,1715,1,24.0625,7,0,1925.0,1100.0,825.0,825.0,42.857142857142854,42.857142857142854
72,3.0,2,0,0,1,0,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,2,18.055555555555557,6,0,1300.0,1475.0,175.0,-175.0,13.461538461538462,-13.461538461538462
50,2.0,1,5,0,1,1,0,0,0,0, Arganzuela , Palos de Moguer ,1094,1075,3,19.0,6,0,950.0,1200.0,250.0,-250.0,26.31578947368421,-26.31578947368421
65,2.0,1,3,0,0,1,1,1,0,0, Chamberí , Gaztambide ,1671,1448,3,20.0,6,0,1300.0,1000.0,300.0,300.0,23.076923076923077,23.076923076923077
40,2.0,1,0,0,1,0,0,1,0,0, Arganzuela , Palos de Moguer ,1094,1075,3,22.15,6,0,886.0,725.0,161.0,161.0,18.17155756207675,18.17155756207675
83,2.0,1,4,1,1,1,1,1,1,1, Usera , Almendrales ,932,1108,7,14.457831325301207,3,0,1200.0,1850.0,650.0,-650.0,54.166666666666664,-54.166666666666664
67,1.0,1,3,0,1,1,1,0,1,0, Centro , Malasaña-Universidad ,1355,1313,4,17.910447761194032,7,0,1200.0,1250.0,50.0,-50.0,4.166666666666667,-4.166666666666667
125,3.0,2,2,0,1,1,1,0,0,1, San Blas , Rejas ,1071,968,7,10.4,2,0,1300.0,1575.0,275.0,-275.0,21.153846153846153,-21.153846153846153
178,4.0,3,3,0,1,1,1,1,0,0, Retiro , Adelfas ,1790,1494,6,15.168539325842696,5,0,2700.0,3550.0,850.0,-850.0,31.48148148148148,-31.48148148148148
100,2.0,2,6,0,1,1,1,1,0,0, Chamartín , Castilla ,1950,1451,7,13.0,5,0,1300.0,1575.0,275.0,-275.0,21.153846153846153,-21.153846153846153
178,4.0,3,3,0,1,1,1,0,0,0, Retiro , Adelfas ,1790,1494,5,15.168539325842696,5,0,2700.0,900.0,1800.0,1800.0,66.66666666666667,66.66666666666667
160,3.0,2,4,0,1,1,1,0,0,1, Barrio de Salamanca , Castellana ,2079,2512,3,13.125,8,0,2100.0,2675.0,575.0,-575.0,27.38095238095238,-27.38095238095238
61,2.0,1,2,0,1,0,1,0,0,1, Latina , Puerta del Ángel ,992,1047,3,12.295081967213116,5,0,750.0,825.0,75.0,-75.0,10.0,-10.0
50,2.0,1,2,0,1,1,1,0,0,0, San Blas , Arcos ,1071,861,3,14.5,2,0,725.0,800.0,75.0,-75.0,10.344827586206897,-10.344827586206897
84,2.0,2,5,0,1,1,1,1,0,0, Moncloa , Argüelles ,2151,1727,3,17.261904761904766,6,0,1450.0,1427.5,22.5,22.5,1.5517241379310345,1.5517241379310345
240,4.0,4,2,1,1,1,1,0,1,0, Barrio de Salamanca , Recoletos ,2079,2933,4,20.625,8,0,4950.0,3050.0,1900.0,1900.0,38.38383838383838,38.38383838383838
105,3.0,2,1,0,1,1,1,1,0,0, Tetuán , Valdeacederas ,1190,934,4,11.666666666666664,5,0,1225.0,2400.0,1175.0,-1175.0,95.91836734693878,-95.91836734693878
53,1.0,1,2,0,0,1,1,0,0,0, Centro , Sol ,1355,1312,2,18.39622641509434,6,0,975.0,1025.0,50.0,-50.0,5.128205128205129,-5.128205128205129
58,3.0,1,2,0,0,1,1,0,1,0, Puente de Vallecas , Numancia ,775,787,2,13.79310344827586,4,0,800.0,940.0,140.0,-140.0,17.5,-17.5
60,2.0,1,1,0,1,1,0,0,0,0, Centro , Malasaña-Universidad ,1355,1313,3,20.0,7,0,1200.0,1200.0,0.0,0.0,0.0,0.0
175,3.0,2,2,0,0,1,1,0,1,0, Centro , Palacio ,1355,1370,2,12.285714285714285,6,0,2150.0,1400.0,750.0,750.0,34.883720930232556,34.883720930232556
40,1.0,1,4,0,1,1,1,0,0,0, Centro , Malasaña-Universidad ,1355,1313,2,21.75,7,0,870.0,1325.0,455.0,-455.0,52.298850574712645,-52.298850574712645
148,4.0,3,4,0,1,1,1,1,0,1, Hortaleza , Conde Orgaz-Piovera ,2693,4039,8,18.24324324324324,5,0,2700.0,2125.0,575.0,575.0,21.296296296296298,21.296296296296298
75,2.0,1,7,1,0,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,2,16.0,6,0,1200.0,1200.0,0.0,0.0,0.0,0.0
98,2.0,1,5,0,0,0,0,0,0,0, Centro , Sol ,1355,1312,0,15.306122448979592,6,0,1500.0,1099.5,400.5,400.5,26.7,26.7
60,1.0,1,2,0,1,1,1,0,1,0, Retiro , Jerónimos ,1790,3121,4,18.33333333333333,7,0,1100.0,1475.0,375.0,-375.0,34.09090909090909,-34.09090909090909
