sq_mt_built,n_rooms,n_bathrooms,floor,has_central_heating,has_ac,has_fitted_wardrobes,is_exterior,has_terrace,has_balcony,has_storage_room,District,Neighborhood,Avg_price_distr,Avg_price_neigh,has_sum,rent_price_area,Neigh_cluster,house_type_id_HouseType 2: Casa o chalet,rent_price,predictions_tuned_Xgb,residuals_tuned_Xgb_abs,residuals_tuned_Xgb,resid_percent_Xgb,resid_percent_Xgb_abs
50,2.0,1,3,0,0,1,0,0,0,0, Chamberí , Arapiles ,1671,1325,3,18.0,7,0,900.0,1036,136.0,-136.0,-15.11111111111111,15.11111111111111
70,3.0,1,1,0,0,0,1,0,1,0, Chamberí , Gaztambide ,1671,1448,2,19.857142857142858,6,0,1390.0,1355,35.0,35.0,2.5179856115107913,2.5179856115107913
55,1.0,1,0,0,1,1,0,0,0,0, Centro , Malasaña-Universidad ,1355,1313,3,18.181818181818183,7,0,1000.0,961,39.0,39.0,3.9,3.9
202,3.0,2,6,1,0,1,1,0,0,1, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,3,10.891089108910892,6,0,2200.0,2520,320.0,-320.0,-14.545454545454545,14.545454545454545
160,3.0,3,1,1,1,1,1,1,0,1, Chamartín , Nueva España ,1950,2310,7,13.4375,6,0,2150.0,2638,488.0,-488.0,-22.697674418604652,22.697674418604652
150,2.0,2,5,1,1,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,3,14.666666666666664,7,0,2200.0,2254,54.0,-54.0,-2.4545454545454546,2.4545454545454546
73,3.0,1,1,0,0,1,1,0,1,0, Centro , Chueca-Justicia ,1355,1709,3,17.808219178082194,8,0,1300.0,1410,110.0,-110.0,-8.461538461538462,8.461538461538462
85,3.0,1,3,0,1,1,1,0,1,0, Centro , Huertas-Cortes ,1355,1450,4,15.294117647058822,7,0,1300.0,1511,211.0,-211.0,-16.23076923076923,16.23076923076923
115,3.0,2,3,0,1,1,1,0,0,0, Barrio de Salamanca , Recoletos ,2079,2933,3,21.73913043478261,8,0,2500.0,2419,81.0,81.0,3.24,3.24
70,2.0,2,1,0,1,1,1,0,1,0, Chamberí , Trafalgar ,1671,1474,3,18.571428571428573,7,0,1300.0,1773,473.0,-473.0,-36.38461538461539,36.38461538461539
120,2.0,2,4,0,1,1,1,0,0,0, Centro , Chueca-Justicia ,1355,1709,2,19.25,8,0,2310.0,2405,95.0,-95.0,-4.112554112554113,4.112554112554113
110,3.0,2,4,0,0,0,1,0,0,0, Retiro , Pacífico ,1790,1185,0,12.636363636363635,5,0,1390.0,1418,28.0,-28.0,-2.014388489208633,2.014388489208633
85,2.0,1,6,0,1,1,1,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,3,17.647058823529417,6,0,1500.0,1389,111.0,111.0,7.4,7.4
70,2.0,1,7,1,1,1,1,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,3,18.571428571428573,6,0,1300.0,1250,50.0,50.0,3.8461538461538463,3.8461538461538463
55,1.0,1,3,1,1,1,0,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,3,21.818181818181817,6,0,1200.0,948,252.0,252.0,21.0,21.0
60,1.0,1,2,0,0,1,1,1,0,0, Ciudad Lineal , Concepción ,1263,1073,5,15.833333333333336,4,0,950.0,966,16.0,-16.0,-1.6842105263157894,1.6842105263157894
57,1.0,1,1,0,1,0,1,0,0,0, Centro , Malasaña-Universidad ,1355,1313,1,18.42105263157895,7,0,1050.0,1070,20.0,-20.0,-1.9047619047619047,1.9047619047619047
65,2.0,1,1,0,0,1,1,0,0,0, Moncloa , Argüelles ,2151,1727,2,16.923076923076927,6,0,1100.0,1141,41.0,-41.0,-3.727272727272727,3.727272727272727
49,1.0,1,4,0,1,0,0,0,0,0, Centro , Malasaña-Universidad ,1355,1313,2,14.285714285714285,7,0,700.0,908,208.0,-208.0,-29.714285714285715,29.714285714285715
80,1.0,1,6,0,1,0,1,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,2,11.25,6,0,900.0,1221,321.0,-321.0,-35.666666666666664,35.666666666666664
65,2.0,1,5,0,1,0,1,0,0,0, Centro , Malasaña-Universidad ,1355,1313,2,16.923076923076927,7,0,1100.0,1249,149.0,-149.0,-13.545454545454545,13.545454545454545
51,2.0,1,3,0,1,0,0,0,0,0, Arganzuela , Chopera ,1094,981,2,16.666666666666668,5,0,850.0,874,24.0,-24.0,-2.823529411764706,2.823529411764706
90,3.0,1,0,0,0,0,1,0,0,0, Ciudad Lineal , Ventas ,1263,888,0,10.0,3,0,900.0,984,84.0,-84.0,-9.333333333333334,9.333333333333334
77,3.0,1,3,0,0,1,1,1,0,0, Tetuán , Valdeacederas ,1190,934,3,12.987012987012987,5,0,1000.0,1142,142.0,-142.0,-14.2,14.2
50,1.0,1,2,0,0,1,1,0,0,0, Arganzuela , Palos de Moguer ,1094,1075,2,16.0,6,0,800.0,896,96.0,-96.0,-12.0,12.0
91,2.0,2,4,0,1,1,1,1,0,0, Moncloa , Aravaca ,2151,2367,6,14.285714285714285,4,0,1300.0,1615,315.0,-315.0,-24.23076923076923,24.23076923076923
100,2.0,2,1,0,0,1,0,0,0,0, Retiro , Jerónimos ,1790,3121,2,18.0,7,0,1800.0,1513,287.0,287.0,15.944444444444445,15.944444444444445
60,1.0,1,4,0,0,1,1,1,0,0, Ciudad Lineal , San Pascual ,1263,1268,3,12.5,5,0,750.0,952,202.0,-202.0,-26.933333333333334,26.933333333333334
73,1.0,1,8,0,1,1,0,0,0,0, Retiro , Adelfas ,1790,1494,6,13.698630136986301,5,0,1000.0,1125,125.0,-125.0,-12.5,12.5
61,2.0,1,2,0,0,1,1,0,0,0, Chamartín , Prosperidad ,1950,1203,2,16.393442622950822,5,0,1000.0,989,11.0,11.0,1.1,1.1
47,2.0,1,0,0,1,0,0,0,0,0, Hortaleza , Canillas ,2693,2130,1,14.361702127659573,2,0,675.0,901,226.0,-226.0,-33.48148148148148,33.48148148148148
60,1.0,1,1,0,0,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,2,11.666666666666664,6,0,700.0,973,273.0,-273.0,-39.0,39.0
125,4.0,2,2,1,1,1,1,0,0,0, Chamberí , Gaztambide ,1671,1448,3,15.6,6,0,1950.0,2202,252.0,-252.0,-12.923076923076923,12.923076923076923
75,2.0,2,2,0,1,1,1,0,0,0, Centro , Chueca-Justicia ,1355,1709,3,25.33333333333333,8,0,1900.0,1768,132.0,132.0,6.947368421052632,6.947368421052632
97,2.0,1,2,0,1,1,1,0,0,0, Fuencarral , Mirasierra ,1744,2842,4,12.371134020618555,2,0,1200.0,1265,65.0,-65.0,-5.416666666666667,5.416666666666667
93,2.0,2,2,0,1,1,1,0,0,1, Hortaleza , Valdebebas - Valdefuentes ,2693,1592,6,13.978494623655912,2,0,1300.0,1266,34.0,34.0,2.6153846153846154,2.6153846153846154
30,1.0,1,5,0,1,0,1,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,2,28.33333333333333,6,0,850.0,742,108.0,108.0,12.705882352941176,12.705882352941176
118,3.0,2,5,1,0,1,1,1,0,0, Barrio de Salamanca , Guindalera ,2079,1349,3,13.983050847457626,6,0,1650.0,1603,47.0,47.0,2.8484848484848486,2.8484848484848486
55,1.0,1,4,0,1,1,1,0,0,0, Ciudad Lineal , Costillares ,1263,1448,5,17.272727272727273,3,0,950.0,913,37.0,37.0,3.8947368421052633,3.8947368421052633
45,1.0,1,0,0,0,1,0,0,0,0, Chamberí , Trafalgar ,1671,1474,1,16.666666666666668,7,0,750.0,826,76.0,-76.0,-10.133333333333333,10.133333333333333
180,3.0,3,6,0,1,1,1,1,0,0, Retiro , Jerónimos ,1790,3121,5,15.555555555555555,7,0,2800.0,2930,130.0,-130.0,-4.642857142857143,4.642857142857143
80,2.0,2,0,0,1,0,0,1,0,0, Centro , Lavapiés-Embajadores ,1355,1106,3,25.0,6,0,2000.0,1482,518.0,518.0,25.9,25.9
34,1.0,1,1,0,0,1,0,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,1,17.647058823529417,6,0,600.0,674,74.0,-74.0,-12.333333333333334,12.333333333333334
130,3.0,2,7,0,1,1,1,0,0,0, Retiro , Pacífico ,1790,1185,3,11.923076923076925,5,0,1550.0,1615,65.0,-65.0,-4.193548387096774,4.193548387096774
72,3.0,1,1,0,0,0,1,0,0,0, Puente de Vallecas , Palomeras Bajas ,775,825,1,11.805555555555555,2,0,850.0,850,0.0,0.0,0.0,0.0
50,1.0,1,3,0,0,1,0,0,0,0, Barrio de Salamanca , Goya ,2079,1759,2,18.0,7,0,900.0,961,61.0,-61.0,-6.777777777777778,6.777777777777778
50,1.0,1,3,0,0,0,1,0,1,0, Centro , Sol ,1355,1312,1,15.0,6,0,750.0,956,206.0,-206.0,-27.466666666666665,27.466666666666665
180,4.0,3,6,0,1,1,1,1,0,0, Centro , Sol ,1355,1312,4,25.0,6,0,4500.0,2708,1792.0,1792.0,39.82222222222222,39.82222222222222
51,1.0,1,1,0,0,1,1,0,0,0, Tetuán , Valdeacederas ,1190,934,1,14.509803921568627,5,0,740.0,767,27.0,-27.0,-3.6486486486486487,3.6486486486486487
50,1.0,1,0,0,1,0,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,1,18.0,6,0,900.0,939,39.0,-39.0,-4.333333333333333,4.333333333333333
104,1.0,1,3,0,1,1,1,1,0,0, Centro , Huertas-Cortes ,1355,1450,4,15.384615384615385,7,0,1600.0,2083,483.0,-483.0,-30.1875,30.1875
110,3.0,2,2,0,1,1,1,0,1,0, Moncloa , Argüelles ,2151,1727,4,16.59090909090909,6,0,1825.0,1898,73.0,-73.0,-4.0,4.0
65,3.0,1,5,0,0,1,0,0,0,0, Chamberí , Arapiles ,1671,1325,2,22.30769230769231,7,0,1450.0,1289,161.0,161.0,11.10344827586207,11.10344827586207
218,4.0,2,3,1,0,1,1,1,1,1, Moncloa , Argüelles ,2151,1727,5,9.862385321100918,6,0,2150.0,2477,327.0,-327.0,-15.209302325581396,15.209302325581396
216,4.0,2,7,0,1,0,1,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,1,19.444444444444443,8,0,4200.0,3202,998.0,998.0,23.761904761904763,23.761904761904763
80,3.0,1,3,1,1,0,1,0,0,0, Latina , Lucero ,992,964,2,15.625,2,0,1250.0,1054,196.0,196.0,15.68,15.68
65,1.0,1,1,0,1,1,0,0,0,0, Ciudad Lineal , Pueblo Nuevo ,1263,899,2,25.69230769230769,3,0,1670.0,802,868.0,868.0,51.97604790419162,51.97604790419162
90,3.0,1,3,1,0,1,1,1,0,0, Carabanchel , Opañel ,892,885,4,10.555555555555557,4,0,950.0,996,46.0,-46.0,-4.842105263157895,4.842105263157895
80,2.0,2,2,0,1,1,1,1,0,1, Moncloa , Valdemarín ,2151,2975,7,16.875,4,0,1350.0,1352,2.0,-2.0,-0.14814814814814814,0.14814814814814814
65,1.0,1,6,0,1,1,1,1,0,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,4,18.46153846153846,6,0,1200.0,1777,577.0,-577.0,-48.083333333333336,48.083333333333336
73,2.0,2,0,0,1,1,1,0,0,0, Retiro , Jerónimos ,1790,3121,2,22.602739726027398,7,0,1650.0,1590,60.0,60.0,3.6363636363636362,3.6363636363636362
54,1.0,1,0,0,0,0,1,0,1,0, Centro , Palacio ,1355,1370,1,15.74074074074074,6,0,850.0,918,68.0,-68.0,-8.0,8.0
211,4.0,3,4,0,1,1,1,1,0,0, Chamartín , Nueva España ,1950,2310,6,14.928909952606634,6,0,3150.0,3247,97.0,-97.0,-3.0793650793650795,3.0793650793650795
65,1.0,1,3,0,0,0,1,0,0,0, Ciudad Lineal , Quintana ,1263,1072,0,11.538461538461537,4,0,750.0,857,107.0,-107.0,-14.266666666666667,14.266666666666667
100,3.0,2,0,1,1,1,1,0,0,1, Ciudad Lineal , Concepción ,1263,1073,7,15.0,4,0,1500.0,1486,14.0,14.0,0.9333333333333333,0.9333333333333333
80,3.0,2,2,0,1,1,1,0,1,0, Chamberí , Trafalgar ,1671,1474,5,18.625,7,0,1490.0,1872,382.0,-382.0,-25.63758389261745,25.63758389261745
170,3.0,2,6,1,1,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,3,18.823529411764707,6,0,3200.0,2406,794.0,794.0,24.8125,24.8125
165,3.0,2,4,1,1,1,1,1,1,0, Barrio de Salamanca , Castellana ,2079,2512,6,15.151515151515152,8,0,2500.0,2498,2.0,2.0,0.08,0.08
50,1.0,1,3,0,0,0,1,0,1,1, Centro , Malasaña-Universidad ,1355,1313,2,20.0,7,0,1000.0,979,21.0,21.0,2.1,2.1
130,2.0,2,3,0,1,1,1,1,0,0, Centro , Huertas-Cortes ,1355,1450,3,10.769230769230768,7,0,1400.0,2173,773.0,-773.0,-55.214285714285715,55.214285714285715
120,2.0,2,3,1,1,1,1,0,1,0, Centro , Chueca-Justicia ,1355,1709,4,17.5,8,0,2100.0,2390,290.0,-290.0,-13.80952380952381,13.80952380952381
55,1.0,1,2,0,1,1,0,0,0,0, Centro , Chueca-Justicia ,1355,1709,3,14.909090909090908,8,0,820.0,1002,182.0,-182.0,-22.195121951219512,22.195121951219512
59,1.0,1,3,0,0,1,0,0,0,0, Centro , Sol ,1355,1312,2,18.644067796610173,6,0,1100.0,956,144.0,144.0,13.090909090909092,13.090909090909092
200,3.0,2,2,0,1,0,1,0,1,0, Centro , Sol ,1355,1312,3,8.5,6,0,1700.0,2290,590.0,-590.0,-34.705882352941174,34.705882352941174
115,2.0,2,2,0,1,1,1,0,0,1, Hortaleza , Conde Orgaz-Piovera ,2693,4039,5,13.478260869565215,5,0,1550.0,1644,94.0,-94.0,-6.064516129032258,6.064516129032258
55,1.0,1,6,0,0,1,0,0,0,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,1,16.0,6,0,880.0,1086,206.0,-206.0,-23.40909090909091,23.40909090909091
75,2.0,1,0,0,1,1,0,1,0,0, Chamberí , Trafalgar ,1671,1474,4,17.333333333333332,7,0,1300.0,1320,20.0,-20.0,-1.5384615384615385,1.5384615384615385
115,2.0,2,7,0,1,1,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,4,15.217391304347824,7,0,1750.0,2211,461.0,-461.0,-26.34285714285714,26.34285714285714
116,3.0,2,3,0,0,1,1,0,1,0, Centro , Palacio ,1355,1370,3,15.517241379310345,6,0,1800.0,1654,146.0,146.0,8.11111111111111,8.11111111111111
55,1.0,1,1,0,1,1,1,0,0,0, Centro , Chueca-Justicia ,1355,1709,3,18.181818181818183,8,0,1000.0,1203,203.0,-203.0,-20.3,20.3
90,2.0,2,4,1,0,1,1,1,0,0, Moncloa , Argüelles ,2151,1727,3,16.11111111111111,6,0,1450.0,1567,117.0,-117.0,-8.068965517241379,8.068965517241379
65,3.0,2,1,0,0,0,0,0,0,0, Tetuán , Bellas Vistas ,1190,969,0,13.846153846153848,5,0,900.0,1124,224.0,-224.0,-24.88888888888889,24.88888888888889
70,1.0,1,3,0,1,1,1,0,0,0, Barrio de Salamanca , Recoletos ,2079,2933,3,17.142857142857142,8,0,1200.0,1674,474.0,-474.0,-39.5,39.5
66,2.0,1,2,1,0,1,0,0,0,0, Chamartín , Castilla ,1950,1451,2,13.636363636363635,5,0,900.0,959,59.0,-59.0,-6.555555555555555,6.555555555555555
76,2.0,2,4,0,1,1,1,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,2,25.657894736842106,8,0,1950.0,2154,204.0,-204.0,-10.461538461538462,10.461538461538462
102,2.0,2,7,1,1,1,1,1,0,0, Barrio de Salamanca , Recoletos ,2079,2933,5,14.705882352941178,8,0,1500.0,2076,576.0,-576.0,-38.4,38.4
83,3.0,1,1,0,1,1,1,1,0,0, Latina , Los Cármenes ,992,972,4,9.036144578313252,2,0,750.0,895,145.0,-145.0,-19.333333333333332,19.333333333333332
84,2.0,1,1,0,1,1,1,0,0,0, Ciudad Lineal , Quintana ,1263,1072,3,13.095238095238097,4,0,1100.0,1008,92.0,92.0,8.363636363636363,8.363636363636363
81,3.0,2,1,1,1,1,0,0,0,0, Retiro , Ibiza ,1790,1462,3,16.049382716049386,7,0,1300.0,1875,575.0,-575.0,-44.23076923076923,44.23076923076923
55,1.0,1,1,1,1,1,1,0,0,0, Chamartín , Castilla ,1950,1451,3,21.818181818181817,5,0,1200.0,973,227.0,227.0,18.916666666666668,18.916666666666668
65,1.0,1,7,0,1,1,1,0,1,1, Barrio de Salamanca , Goya ,2079,1759,5,26.153846153846153,7,0,1700.0,1518,182.0,182.0,10.705882352941176,10.705882352941176
170,4.0,3,5,1,0,1,0,1,0,0, Barrio de Salamanca , Castellana ,2079,2512,4,14.117647058823529,8,0,2400.0,2702,302.0,-302.0,-12.583333333333334,12.583333333333334
65,2.0,1,0,0,0,0,1,0,0,0, Villaverde , Butarque ,843,830,0,15.661538461538461,1,0,1018.0,770,248.0,248.0,24.361493123772103,24.361493123772103
75,1.0,1,2,0,1,1,1,1,0,1, Centro , Lavapiés-Embajadores ,1355,1106,5,14.0,6,0,1050.0,1287,237.0,-237.0,-22.571428571428573,22.571428571428573
64,2.0,1,3,0,1,1,0,0,0,0, Chamberí , Arapiles ,1671,1325,3,16.015625,7,0,1025.0,1140,115.0,-115.0,-11.21951219512195,11.21951219512195
114,3.0,2,1,0,1,1,1,1,1,0, Moncloa , Aravaca ,2151,2367,6,11.403508771929824,4,0,1300.0,1587,287.0,-287.0,-22.076923076923077,22.076923076923077
170,4.0,4,1,0,1,1,1,1,0,1, Moncloa , Valdemarín ,2151,2975,7,19.41176470588235,4,0,3300.0,2594,706.0,706.0,21.393939393939394,21.393939393939394
55,1.0,1,2,0,1,1,0,0,0,0, Centro , Chueca-Justicia ,1355,1709,3,18.181818181818183,8,0,1000.0,1051,51.0,-51.0,-5.1,5.1
75,2.0,2,0,0,1,1,1,0,0,0, Chamartín , El Viso ,1950,3136,3,18.666666666666668,7,0,1400.0,1590,190.0,-190.0,-13.571428571428571,13.571428571428571
113,2.0,2,2,0,1,1,1,0,0,0, Chamartín , El Viso ,1950,3136,4,15.044247787610619,7,0,1700.0,1962,262.0,-262.0,-15.411764705882353,15.411764705882353
65,2.0,1,3,0,1,1,1,0,1,0, Centro , Palacio ,1355,1370,4,21.538461538461537,6,0,1400.0,1232,168.0,168.0,12.0,12.0
80,2.0,3,1,0,0,1,1,0,0,0, Chamartín , Ciudad Jardín ,1950,1529,2,17.5,7,0,1400.0,1534,134.0,-134.0,-9.571428571428571,9.571428571428571
67,2.0,1,2,1,1,1,1,1,0,0, Chamberí , Arapiles ,1671,1325,4,18.65671641791045,7,0,1250.0,1235,15.0,15.0,1.2,1.2
90,2.0,2,6,0,1,1,1,1,0,0, Chamartín , El Viso ,1950,3136,3,17.777777777777782,7,0,1600.0,2444,844.0,-844.0,-52.75,52.75
90,2.0,1,3,0,1,1,0,0,0,1, Centro , Palacio ,1355,1370,4,12.777777777777779,6,0,1150.0,1376,226.0,-226.0,-19.652173913043477,19.652173913043477
280,2.0,2,1,0,1,1,1,1,0,1, Chamartín , Nueva España ,1950,2310,5,12.5,6,0,3500.0,3308,192.0,192.0,5.485714285714286,5.485714285714286
24,1.0,1,0,0,0,0,1,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,0,29.16666666666667,6,0,700.0,641,59.0,59.0,8.428571428571429,8.428571428571429
150,2.0,2,1,0,1,1,1,1,0,0, Chamartín , El Viso ,1950,3136,3,20.0,7,0,3000.0,2690,310.0,310.0,10.333333333333334,10.333333333333334
45,2.0,1,2,0,0,0,0,0,0,0, Chamberí , Gaztambide ,1671,1448,1,22.222222222222218,6,0,1000.0,935,65.0,65.0,6.5,6.5
241,4.0,4,3,0,1,1,1,1,0,1, Fuencarral , Fuentelarreina ,1744,3061,7,10.78838174273859,4,0,2600.0,2659,59.0,-59.0,-2.269230769230769,2.269230769230769
200,4.0,4,3,0,1,1,1,1,0,1, Moncloa , Valdemarín ,2151,2975,7,11.0,4,0,2200.0,2625,425.0,-425.0,-19.318181818181817,19.318181818181817
83,2.0,2,4,1,1,1,1,0,0,0, Chamberí , Nuevos Ministerios-Ríos Rosas ,1671,1581,3,21.08433734939759,6,0,1750.0,1508,242.0,242.0,13.82857142857143,13.82857142857143
130,3.0,2,4,1,0,1,1,1,0,0, Retiro , Estrella ,1790,1413,4,10.769230769230768,4,0,1400.0,1486,86.0,-86.0,-6.142857142857143,6.142857142857143
180,4.0,3,1,0,0,0,1,0,0,0, Centro , Huertas-Cortes ,1355,1450,0,14.166666666666664,7,0,2550.0,2917,367.0,-367.0,-14.392156862745098,14.392156862745098
140,4.0,3,2,0,1,1,1,0,1,0, Barrio de Salamanca , Goya ,2079,1759,4,17.857142857142858,7,0,2500.0,2571,71.0,-71.0,-2.84,2.84
135,4.0,2,3,0,0,1,1,0,0,0, Chamberí , Gaztambide ,1671,1448,1,14.814814814814815,6,0,2000.0,2158,158.0,-158.0,-7.9,7.9
50,2.0,1,1,0,0,1,0,0,0,0, Moncloa , Argüelles ,2151,1727,2,18.0,6,0,900.0,953,53.0,-53.0,-5.888888888888889,5.888888888888889
45,1.0,1,4,0,1,1,1,0,0,0, Centro , Malasaña-Universidad ,1355,1313,3,15.555555555555555,7,0,700.0,896,196.0,-196.0,-28.0,28.0
110,3.0,1,0,0,0,0,1,0,0,0, Moncloa , Argüelles ,2151,1727,1,16.363636363636363,6,0,1800.0,1576,224.0,224.0,12.444444444444445,12.444444444444445
53,3.0,1,0,0,0,0,1,0,0,0, Arganzuela , Chopera ,1094,981,1,22.547169811320753,5,0,1195.0,1030,165.0,165.0,13.807531380753138,13.807531380753138
110,2.0,2,1,0,1,1,1,0,0,0, Centro , Chueca-Justicia ,1355,1709,3,20.90909090909091,8,0,2300.0,2433,133.0,-133.0,-5.782608695652174,5.782608695652174
120,3.0,2,3,1,1,1,1,0,1,0, Tetuán , Cuatro Caminos ,1190,1373,5,15.833333333333336,6,0,1900.0,1873,27.0,27.0,1.4210526315789473,1.4210526315789473
38,1.0,1,0,0,1,1,0,1,0,0, Centro , Malasaña-Universidad ,1355,1313,3,21.05263157894737,7,0,800.0,885,85.0,-85.0,-10.625,10.625
100,3.0,1,2,0,0,1,1,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,1,15.0,6,0,1500.0,1476,24.0,24.0,1.6,1.6
196,4.0,4,5,0,1,1,1,0,1,1, Chamberí , Trafalgar ,1671,1474,5,18.877551020408163,7,0,3700.0,3291,409.0,409.0,11.054054054054054,11.054054054054054
160,4.0,2,0,1,1,1,1,1,0,0, Moncloa , Casa de Campo ,2151,1288,6,17.1875,4,0,2750.0,2007,743.0,743.0,27.01818181818182,27.01818181818182
70,2.0,1,4,0,0,0,1,0,0,0, Centro , Huertas-Cortes ,1355,1450,1,15.714285714285715,7,0,1100.0,1326,226.0,-226.0,-20.545454545454547,20.545454545454547
200,4.0,4,0,0,1,1,1,1,1,1, Moncloa , Valdemarín ,2151,2975,8,14.75,4,0,2950.0,3104,154.0,-154.0,-5.220338983050848,5.220338983050848
160,3.0,2,3,1,1,1,1,0,0,1, Moncloa , Argüelles ,2151,1727,5,15.625,6,0,2500.0,2414,86.0,86.0,3.44,3.44
35,2.0,1,7,0,1,1,1,0,1,0, Centro , Palacio ,1355,1370,4,22.142857142857146,6,0,775.0,932,157.0,-157.0,-20.258064516129032,20.258064516129032
100,3.0,2,2,0,1,1,1,0,1,0, Centro , Sol ,1355,1312,3,15.0,6,0,1500.0,1641,141.0,-141.0,-9.4,9.4
115,2.0,2,2,0,1,1,1,0,0,1, Barrio de Salamanca , Castellana ,2079,2512,5,22.608695652173914,8,0,2600.0,2327,273.0,273.0,10.5,10.5
35,1.0,1,0,0,0,0,1,0,1,0, Centro , Lavapiés-Embajadores ,1355,1106,2,21.428571428571427,6,0,750.0,751,1.0,-1.0,-0.13333333333333333,0.13333333333333333
30,1.0,1,0,0,1,1,1,0,0,0, Arganzuela , Chopera ,1094,981,3,23.33333333333333,5,0,700.0,700,0.0,0.0,0.0,0.0
60,1.0,1,5,1,1,1,1,1,0,0, Barrio de Salamanca , Fuente del Berro ,2079,1181,4,16.5,5,0,990.0,1046,56.0,-56.0,-5.656565656565657,5.656565656565657
50,1.0,1,3,0,0,1,1,0,0,0, Centro , Sol ,1355,1312,1,23.0,6,0,1150.0,899,251.0,251.0,21.82608695652174,21.82608695652174
180,4.0,3,7,1,1,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,5,15.833333333333336,6,0,2850.0,2455,395.0,395.0,13.859649122807017,13.859649122807017
92,3.0,1,1,0,0,1,0,0,0,0, Moncloa , Argüelles ,2151,1727,2,17.934782608695652,6,0,1650.0,1524,126.0,126.0,7.636363636363637,7.636363636363637
55,1.0,1,4,0,0,1,0,0,0,0, Centro , Huertas-Cortes ,1355,1450,2,15.454545454545455,7,0,850.0,929,79.0,-79.0,-9.294117647058824,9.294117647058824
85,2.0,2,2,0,1,1,1,0,0,0, Moncloa , Argüelles ,2151,1727,2,18.705882352941178,6,0,1590.0,1523,67.0,67.0,4.213836477987422,4.213836477987422
153,4.0,3,4,1,0,1,1,0,0,0, Moncloa , Argüelles ,2151,1727,2,15.032679738562093,6,0,2300.0,2327,27.0,-27.0,-1.173913043478261,1.173913043478261
61,1.0,1,1,0,0,0,1,1,1,0, Ciudad Lineal , Ventas ,1263,888,3,13.278688524590164,3,0,810.0,802,8.0,8.0,0.9876543209876543,0.9876543209876543
115,3.0,2,1,0,1,1,1,0,0,1, Moncloa , Valdemarín ,2151,2975,5,13.91304347826087,4,0,1600.0,1551,49.0,49.0,3.0625,3.0625
98,2.0,2,3,0,1,1,1,0,0,1, Usera , Orcasitas ,932,949,7,10.714285714285714,1,0,1050.0,1033,17.0,17.0,1.619047619047619,1.619047619047619
65,2.0,1,1,0,1,1,1,0,1,0, Centro , Palacio ,1355,1370,5,17.69230769230769,6,0,1150.0,1233,83.0,-83.0,-7.217391304347826,7.217391304347826
151,3.0,2,5,1,1,1,1,0,1,0, Retiro , Pacífico ,1790,1185,6,12.251655629139073,5,0,1850.0,1843,7.0,7.0,0.3783783783783784,0.3783783783783784
38,1.0,1,3,0,0,0,0,0,0,0, Chamberí , Gaztambide ,1671,1448,0,19.210526315789476,6,0,730.0,842,112.0,-112.0,-15.342465753424657,15.342465753424657
90,3.0,2,4,0,1,0,1,0,1,0, Chamberí , Arapiles ,1671,1325,3,17.777777777777782,7,0,1600.0,1618,18.0,-18.0,-1.125,1.125
102,2.0,2,1,0,1,1,1,1,0,0, Ciudad Lineal , San Juan Bautista ,1263,2033,7,13.627450980392153,4,0,1390.0,1449,59.0,-59.0,-4.244604316546763,4.244604316546763
135,2.0,3,2,0,1,1,1,0,1,0, Barrio de Salamanca , Recoletos ,2079,2933,4,17.037037037037038,8,0,2300.0,3180,880.0,-880.0,-38.26086956521739,38.26086956521739
105,3.0,2,4,0,1,1,1,0,0,1, San Blas , Rosas ,1071,1051,6,11.428571428571427,1,0,1200.0,1106,94.0,94.0,7.833333333333333,7.833333333333333
110,3.0,2,1,1,1,1,1,0,0,0, Chamartín , Ciudad Jardín ,1950,1529,4,18.181818181818183,7,0,2000.0,1961,39.0,39.0,1.95,1.95
72,2.0,1,5,0,1,1,1,1,1,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,4,16.666666666666668,6,0,1200.0,1274,74.0,-74.0,-6.166666666666667,6.166666666666667
63,2.0,1,0,0,0,1,1,0,0,0, Moratalaz , Pavones ,956,1023,2,12.698412698412698,1,0,800.0,842,42.0,-42.0,-5.25,5.25
